item_id,domain,difficulty,question,correct_answer,template_id,seed
math_0263,math,4,"Omar has 196 stickers. The store's loyalty program showed Omar had 11 points, which weren't redeemable yet. Nadia has 5 times as many stickers as Omar. How many stickers do they have together?",1176,two_step_ratio,1333242809
math_0264,math,3,"Aisha earned money over 3 days. On Monday, Aisha earned $71. On Tuesday, Aisha earned $55. It was a sunny Wednesday afternoon. On Wednesday, Aisha earned $47. How much did Aisha earn in total?",173,multi_day_earning,1357483373
math_0265,math,2,Lin has 8 pencils and wants to share them equally among 8 friends. How many pencils does each friend get?,1,share_equally,1938019478
math_0266,math,4,"David wants to buy a guitar that costs $578. David's friend had mentioned wanting 23 items, but David didn't get any for them. The store is offering a 50% discount today. How much does David pay after the discount?",289,percentage_discount,1527539997
math_0267,math,6,"Fatima starts a small business selling posters. Fatima's friend had mentioned wanting 28 posters, but Fatima didn't get any for them. Fatima buys 73 posters at $55 each. Fatima sells 66 of them at $101 each. The store's loyalty program showed Fatima had 32 points, which weren't redeemable yet. Fatima also pays $702 in overhead costs. What is Fatima's profit?",1949,profit_calculation,625544306
math_0268,math,3,Kenji has 101 toy cars. Carlos has 4 times as many toy cars as Kenji. It was a sunny Wednesday afternoon. How many toy cars do they have together?,505,two_step_ratio,1120377884
math_0269,math,6,"Priya builds 99 widgets per day. Priya noticed that 45 other customers were in the store. On the way there, Priya passed 33 houses. If Priya works for 3 days, how many widgets does Priya produce?",297,rate_and_time,907433236
math_0270,math,5,Maria wants to buy a camera that costs $9174. Maria had 44 coupons in a drawer at home but forgot to bring them. The store is offering a 50% discount today. How much does Maria pay after the discount?,4587,percentage_discount,1988599924
math_0271,math,5,"Maria bought 13 folders and paid $1326 in total. Each folder cost the same amount. The store also had 40 candles on display, but Maria didn't buy any. How much did each folder cost?",102,reverse_purchase,296502462
math_0272,math,1,Tom has 6 pears. Tom gives 3 to James and buys 46 more. How many pears does Tom have now?,49,give_and_buy,1080240572
math_0273,math,5,"Omar starts a small business selling posters. Omar buys 56 posters at $34 each. Omar sells 47 of them at $49 each. The store's loyalty program showed Omar had 14 points, which weren't redeemable yet. Omar also pays $269 in overhead costs. What is Omar's profit?",130,profit_calculation,1132251899
math_0274,math,1,James has 21 peaches. James gives 7 to Omar and buys 39 more. How many peaches does James have now?,53,give_and_buy,1726921815
math_0275,math,2,Lin has 12 pencils and wants to share them equally among 4 friends. How many pencils does each friend get?,3,share_equally,1826882703
math_0276,math,6,"Priya builds 90 widgets per day. Priya noticed that 4 other customers were in the store. 4 of the items were slightly bruised, but Priya kept them all. If Priya works for 8 days, how many widgets does Priya produce?",720,rate_and_time,1747175333
math_0277,math,2,Carlos goes to a store to buy folders. Each folder costs $42. Carlos buys 10 of them. How much does Carlos spend in total?,420,simple_purchase,1407718710
math_0278,math,3,James goes to a store to buy notebooks. The receipt was printed on recycled paper. Each notebook costs $34. James buys 5 of them. How much does James spend in total?,170,simple_purchase,59573499
math_0279,math,3,Lin wants to buy a jacket that costs $235. Lin was wearing a red hat that day. The store is offering a 20% discount today. How much does Lin pay after the discount?,188,percentage_discount,926150545
math_0280,math,6,"Maria has 2217 marbles. Kenji has 5 times as many marbles as Maria. There were 34 items in the clearance bin, but Maria wasn't interested. On the way there, Maria passed 4 houses. How many marbles do they have together?",13302,two_step_ratio,1842489764
math_0281,math,3,"Aisha earned money over 3 days. On Monday, Aisha earned $387. A song was playing on the radio in the background. On Tuesday, Aisha earned $149. On Wednesday, Aisha earned $167. How much did Aisha earn in total?",703,multi_day_earning,569590672
math_0282,math,6,"Priya earned a total of $14935 over three days. The cashier mentioned they had sold 12 items earlier that day to someone else. Priya noticed that 3 other customers were in the store. On the first day, Priya earned $4152. On the second day, Priya earned $9807. How much did Priya earn on the third day?",976,reverse_earning,722818133
math_0283,math,2,David goes to a store to buy rulers. Each ruler costs $38. David buys 17 of them. How much does David spend in total?,646,simple_purchase,356763887
math_0284,math,3,Tom has 397 apples. Tom's favorite color is blue. Tom gives 170 to James and buys 480 more. How many apples does Tom have now?,707,give_and_buy,1253621008
math_0285,math,3,Tom has 257 oranges. Tom's favorite color is blue. Tom gives 23 to Lin and buys 186 more. How many oranges does Tom have now?,420,give_and_buy,1265727380
math_0286,math,1,Kenji goes to a store to buy erasers. Each eraser costs $8. Kenji buys 13 of them. How much does Kenji spend in total?,104,simple_purchase,422513065
math_0287,math,5,"Alex goes shopping with $6551. Alex buys 8 pens at $118 each. Alex buys 9 rulers at $117 each. There were 46 items in the clearance bin, but Alex wasn't interested. Alex buys 8 folders at $174 each. How much money does Alex have left?",3162,multi_item_purchase,1540507578
math_0288,math,1,Tom has 17 apples. Tom gives 1 to Rachel and buys 1 more. How many apples does Tom have now?,17,give_and_buy,1349621006
math_0289,math,5,Fatima goes shopping with $6122. The shelf had 44 empty spots where items used to be. Fatima buys 8 markers at $147 each. Fatima buys 3 rulers at $38 each. Fatima buys 6 folders at $110 each. How much money does Fatima have left?,4172,multi_item_purchase,733484445
math_0290,math,6,"Marcus bought 5 pens and paid $960 in total. Each pen cost the same amount. The store's loyalty program showed Marcus had 43 points, which weren't redeemable yet. The cashier mentioned they had sold 39 pens earlier that day to someone else. How much did each pen cost?",192,reverse_purchase,1105911697
math_0291,math,4,"Marcus earned a total of $1384 over three days. The shelf had 41 empty spots where items used to be. On the first day, Marcus earned $204. On the second day, Marcus earned $481. How much did Marcus earn on the third day?",699,reverse_earning,273161722
math_0292,math,5,"Tom has 5973 bananas and 770 peaches. Tom gives 2564 bananas to a friend. 23 of the bananas were slightly bruised, but Tom kept them all. How many bananas does Tom have now?",3409,trap_irrelevant_operation,1958220906
math_0293,math,2,Kenji has 8 books and wants to share them equally among 4 friends. How many books does each friend get?,2,share_equally,804012661
math_0294,math,1,Carlos has 30 stickers and wants to share them equally among 6 friends. How many stickers does each friend get?,5,share_equally,1813410345
math_0295,math,6,"Omar goes shopping with $7388. Omar buys 3 rulers at $119 each. The cashier mentioned they had sold 45 items earlier that day to someone else. Omar's friend had mentioned wanting 40 items, but Omar didn't get any for them. Omar buys 9 markers at $146 each. Omar buys 7 notebooks at $118 each. How much money does Omar have left?",4891,multi_item_purchase,2101246497
math_0296,math,2,Sarah has $43. Sarah spends $4 on a bus ticket. Sarah spends $4 on a book. How much money does Sarah have left?,35,remaining_after_spending,2070400934
math_0297,math,3,"David earned money over 2 days. David was wearing a red hat that day. On Monday, David earned $368. On Tuesday, David earned $177. How much did David earn in total?",545,multi_day_earning,270063605
math_0298,math,2,Kenji has 20 toy cars and wants to share them equally among 5 friends. How many toy cars does each friend get?,4,share_equally,1970605099
math_0299,math,4,"Fatima earned a total of $1622 over three days. On the first day, Fatima earned $666. The store also had 27 stamps on display, but Fatima didn't buy any. On the second day, Fatima earned $245. How much did Fatima earn on the third day?",711,reverse_earning,1294912357
math_0300,math,2,Sarah has 27 bananas. Sarah gives 3 to Fatima and buys 6 more. How many bananas does Sarah have now?,30,give_and_buy,87917259
math_0301,math,4,Nadia and Rachel pack orders together. Nadia can finish 10 per hour and Rachel can finish 10 per hour. The shelf had 50 empty spots where items used to be. They work together for 5 hours. How many do they complete in total?,100,combined_work,456422196
math_0302,math,6,"Tom has 9463 peaches and 7066 bananas. Tom gives 3775 peaches to a friend. There were 48 items in the clearance bin, but Tom wasn't interested. 22 of the peaches were slightly bruised, but Tom kept them all. How many peaches does Tom have now?",5688,trap_irrelevant_operation,1393731277
math_0303,math,3,"Aisha earned money over 3 days. On Monday, Aisha earned $63. Aisha's favorite color is blue. On Tuesday, Aisha earned $189. On Wednesday, Aisha earned $125. How much did Aisha earn in total?",377,multi_day_earning,1352804891
math_0304,math,6,"Lin has 9066 oranges and 1798 bananas. Lin gives 297 oranges to a friend. There were 11 items in the clearance bin, but Lin wasn't interested. Lin had 12 coupons in a drawer at home but forgot to bring them. How many oranges does Lin have now?",8769,trap_irrelevant_operation,1365522675
math_0305,math,4,James has 438 marbles and wants to share them equally among 6 friends. The shelf had 42 empty spots where marbles used to be. How many marbles does each friend get?,73,share_equally,2061636277
math_0306,math,5,Marcus starts a small business selling phone cases. Marcus buys 23 phone cases at $35 each. Marcus sells 16 of them at $53 each. Marcus also pays $145 in overhead costs. The cashier mentioned they had sold 6 phone cases earlier that day to someone else. What is Marcus's profit?,-102,profit_calculation,944339218
math_0307,math,1,Tom has 24 marbles and wants to share them equally among 8 friends. How many marbles does each friend get?,3,share_equally,1865001457
math_0308,math,5,Aisha starts a small business selling phone cases. Aisha noticed that 29 other customers were in the store. Aisha buys 44 phone cases at $29 each. Aisha sells 42 of them at $40 each. Aisha also pays $66 in overhead costs. What is Aisha's profit?,338,profit_calculation,898611196
math_0309,math,4,"Kenji goes shopping with $804. Kenji buys 5 notebooks at $7 each. Kenji buys 8 pens at $37 each. Kenji buys 2 rulers at $53 each. Kenji's friend had mentioned wanting 17 items, but Kenji didn't get any for them. How much money does Kenji have left?",367,multi_item_purchase,662395877
math_0310,math,3,Lin wants to buy a guitar that costs $265. Lin was wearing a red hat that day. The store is offering a 20% discount today. How much does Lin pay after the discount?,212,percentage_discount,1243632232
math_0311,math,3,Carlos has 70 toy cars and wants to share them equally among 7 friends. The receipt was printed on recycled paper. How many toy cars does each friend get?,10,share_equally,1027811356
math_0312,math,4,"David earned a total of $1260 over three days. On the first day, David earned $730. On the second day, David earned $328. The store's loyalty program showed David had 26 points, which weren't redeemable yet. How much did David earn on the third day?",202,reverse_earning,815084990
math_0313,math,1,David has 8 pears. David gives 2 to James and buys 23 more. How many pears does David have now?,29,give_and_buy,1706035757
math_0314,math,6,"James has 2436 stickers. On the way there, James passed 29 houses. James's friend had mentioned wanting 41 stickers, but James didn't get any for them. Tom has 4 times as many stickers as James. How many stickers do they have together?",12180,two_step_ratio,232734237
math_0315,math,1,Alex has 36 toy cars and wants to share them equally among 6 friends. How many toy cars does each friend get?,6,share_equally,346705521
math_0316,math,1,Marcus goes to a store to buy rulers. Each ruler costs $15. Marcus buys 15 of them. How much does Marcus spend in total?,225,simple_purchase,1117166160
math_0317,math,1,Aisha has 49 mangoes. Aisha gives 23 to Sarah and buys 2 more. How many mangoes does Aisha have now?,28,give_and_buy,1965615737
math_0318,math,5,"Priya has 497 books. Maria has 4 times as many books as Priya. There were 39 items in the clearance bin, but Priya wasn't interested. How many books do they have together?",2485,two_step_ratio,1990562316
math_0319,math,2,Kenji has 32 toy cars and wants to share them equally among 8 friends. How many toy cars does each friend get?,4,share_equally,1862330308
math_0320,math,3,Alex has $343. Alex spends $80 on a bus ticket. Alex spends $74 on lunch. It was a sunny Wednesday afternoon. Alex spends $98 on a book. How much money does Alex have left?,91,remaining_after_spending,528368243
math_0321,math,5,"James earned a total of $13571 over three days. On the first day, James earned $427. The cashier mentioned they had sold 43 items earlier that day to someone else. On the second day, James earned $4254. How much did James earn on the third day?",8890,reverse_earning,624326310
math_0322,math,2,Aisha goes to a store to buy markers. Each marker costs $41. Aisha buys 17 of them. How much does Aisha spend in total?,697,simple_purchase,1517853490
math_0323,math,2,"Nadia earned money over 3 days. On Monday, Nadia earned $17. On Tuesday, Nadia earned $24. On Wednesday, Nadia earned $42. How much did Nadia earn in total?",83,multi_day_earning,110768239
math_0324,math,6,David has 7057 apples and 9716 mangoes. David had 42 coupons in a drawer at home but forgot to bring them. David gives 3402 apples to a friend. The cashier mentioned they had sold 40 apples earlier that day to someone else. How many apples does David have now?,3655,trap_irrelevant_operation,2103427153
math_0325,math,4,"Alex earned a total of $1029 over three days. On the first day, Alex earned $565. On the second day, Alex earned $207. The store also had 45 stamps on display, but Alex didn't buy any. How much did Alex earn on the third day?",257,reverse_earning,696689449
math_0326,math,3,James goes to a store to buy pens. Each pen costs $21. James buys 7 of them. The receipt was printed on recycled paper. How much does James spend in total?,147,simple_purchase,796695751
math_0327,math,5,"Alex goes shopping with $3113. Alex buys 9 markers at $98 each. Alex buys 8 folders at $103 each. There were 31 items in the clearance bin, but Alex wasn't interested. Alex buys 9 rulers at $86 each. How much money does Alex have left?",633,multi_item_purchase,1374537954
math_0328,math,5,"Alex earned a total of $5488 over three days. On the way there, Alex passed 19 houses. On the first day, Alex earned $1518. On the second day, Alex earned $1742. How much did Alex earn on the third day?",2228,reverse_earning,93290166
math_0329,math,5,"Lin builds 59 widgets per day. Lin's friend had mentioned wanting 35 items, but Lin didn't get any for them. If Lin works for 3 days, how many widgets does Lin produce?",177,rate_and_time,759106547
math_0330,math,2,"Alex earned money over 3 days. On Monday, Alex earned $44. On Tuesday, Alex earned $33. On Wednesday, Alex earned $23. How much did Alex earn in total?",100,multi_day_earning,1490430276
math_0331,math,4,Nadia goes shopping with $914. Nadia buys 4 erasers at $71 each. Nadia buys 5 pens at $50 each. The shelf had 43 empty spots where items used to be. Nadia buys 3 folders at $77 each. How much money does Nadia have left?,149,multi_item_purchase,1580533087
math_0332,math,5,"Maria wants to buy a guitar that costs $4222. Maria's friend had mentioned wanting 35 items, but Maria didn't get any for them. The store is offering a 50% discount today. How much does Maria pay after the discount?",2111,percentage_discount,663050810
math_0333,math,5,"Omar reads 69 pages per hour. Omar had 47 coupons in a drawer at home but forgot to bring them. If Omar works for 5 hours, how many pages does Omar read?",345,rate_and_time,1896965837
math_0334,math,1,Lin has 2 toy cars and wants to share them equally among 2 friends. How many toy cars does each friend get?,1,share_equally,1360031911
math_0335,math,4,"Lin has 87 marbles. The store also had 15 candles on display, but Lin didn't buy any. Maria has 3 times as many marbles as Lin. How many marbles do they have together?",348,two_step_ratio,2036083611
math_0336,math,4,"Lin has 125 marbles. Lin's friend had mentioned wanting 19 marbles, but Lin didn't get any for them. Carlos has 2 times as many marbles as Lin. How many marbles do they have together?",375,two_step_ratio,810448082
math_0337,math,5,"Marcus bought 12 markers and paid $1644 in total. Marcus's friend had mentioned wanting 15 markers, but Marcus didn't get any for them. Each marker cost the same amount. How much did each marker cost?",137,reverse_purchase,2125204819
math_0338,math,6,"Lin goes shopping with $1293. 48 of the items were slightly bruised, but Lin kept them all. Lin buys 1 rulers at $122 each. Lin's friend had mentioned wanting 14 items, but Lin didn't get any for them. Lin buys 8 erasers at $38 each. Lin buys 4 markers at $64 each. How much money does Lin have left?",611,multi_item_purchase,2097301630
math_0339,math,3,Carlos bought 14 erasers and paid $140 in total. It was a sunny Wednesday afternoon. Each eraser cost the same amount. How much did each eraser cost?,10,reverse_purchase,1100044556
math_0340,math,5,"Sarah earned a total of $13125 over three days. On the first day, Sarah earned $9767. The cashier mentioned they had sold 10 items earlier that day to someone else. On the second day, Sarah earned $2225. How much did Sarah earn on the third day?",1133,reverse_earning,1723333516
math_0341,math,4,"David wants to buy a jacket that costs $678. The store is offering a 50% discount today. There were 31 items in the clearance bin, but David wasn't interested. How much does David pay after the discount?",339,percentage_discount,932534395
math_0342,math,3,Carlos has 320 books and wants to share them equally among 5 friends. Carlos's favorite color is blue. How many books does each friend get?,64,share_equally,100339029
math_0343,math,5,"Omar reads 187 pages per hour. Omar had 41 coupons in a drawer at home but forgot to bring them. If Omar works for 5 hours, how many pages does Omar read?",935,rate_and_time,1395873060
math_0344,math,1,Fatima has 24 marbles and wants to share them equally among 4 friends. How many marbles does each friend get?,6,share_equally,1111671333
math_0345,math,1,Carlos has 7 toy cars and wants to share them equally among 7 friends. How many toy cars does each friend get?,1,share_equally,10887059
math_0346,math,3,Maria goes to a store to buy erasers. Each eraser costs $46. It was a sunny Wednesday afternoon. Maria buys 16 of them. How much does Maria spend in total?,736,simple_purchase,246151497
math_0347,math,4,"David earned a total of $789 over three days. There were 47 items in the clearance bin, but David wasn't interested. On the first day, David earned $39. On the second day, David earned $279. How much did David earn on the third day?",471,reverse_earning,771475378
math_0348,math,2,Sarah has 22 oranges. Sarah gives 10 to Priya and buys 10 more. How many oranges does Sarah have now?,22,give_and_buy,1064454438
math_0349,math,5,"Aisha starts a small business selling phone cases. Aisha buys 93 phone cases at $69 each. Aisha sells 87 of them at $113 each. Aisha also pays $870 in overhead costs. 20 of the phone cases were slightly bruised, but Aisha kept them all. What is Aisha's profit?",2544,profit_calculation,1006280348
math_0350,math,5,"James has 3536 pears and 6698 oranges. The store also had 39 stamps on display, but James didn't buy any. James gives 551 pears to a friend. How many pears does James have now?",2985,trap_irrelevant_operation,1385958557
math_0351,math,3,Omar wants to buy a laptop that costs $420. The store is offering a 50% discount today. Omar's favorite color is blue. How much does Omar pay after the discount?,210,percentage_discount,1275356256
math_0352,math,2,Carlos goes to a store to buy folders. Each folder costs $34. Carlos buys 6 of them. How much does Carlos spend in total?,204,simple_purchase,1444908030
math_0353,math,5,"Rachel and Alex sort files together. 37 of the items were slightly bruised, but Rachel kept them all. Rachel can finish 58 per hour and Alex can finish 77 per hour. They work together for 3 hours. How many do they complete in total?",405,combined_work,1340142446
math_0354,math,3,Lin wants to buy a guitar that costs $198. The receipt was printed on recycled paper. The store is offering a 50% discount today. How much does Lin pay after the discount?,99,percentage_discount,943025736
math_0355,math,5,Kenji bought 11 rulers and paid $1243 in total. Kenji noticed that 40 other customers were in the store. Each ruler cost the same amount. How much did each ruler cost?,113,reverse_purchase,1402795050
math_0356,math,1,Tom has 29 pears. Tom gives 12 to Aisha and buys 46 more. How many pears does Tom have now?,63,give_and_buy,964326947
math_0357,math,4,"Lin has 45 stickers. Alex has 2 times as many stickers as Lin. The store also had 25 stamps on display, but Lin didn't buy any. How many stickers do they have together?",135,two_step_ratio,679868520
math_0358,math,1,Maria has 5 pencils and wants to share them equally among 5 friends. How many pencils does each friend get?,1,share_equally,835743132
math_0359,math,3,"Marcus types 5 words per minute. Marcus's favorite color is blue. If Marcus works for 3 minutes, how many words does Marcus type?",15,rate_and_time,1735985196
math_0360,math,3,Maria goes to a store to buy rulers. Each ruler costs $38. A song was playing on the radio in the background. Maria buys 19 of them. How much does Maria spend in total?,722,simple_purchase,1780385293
math_0361,math,6,"Lin earned a total of $6916 over three days. Lin's friend had mentioned wanting 41 items, but Lin didn't get any for them. On the first day, Lin earned $2970. Lin noticed that 4 other customers were in the store. On the second day, Lin earned $3277. How much did Lin earn on the third day?",669,reverse_earning,597810850
math_0362,math,1,Lin goes to a store to buy markers. Each marker costs $47. Lin buys 5 of them. How much does Lin spend in total?,235,simple_purchase,2102461783
math_0363,math,3,Alex has $164. A song was playing on the radio in the background. Alex spends $31 on a gift. Alex spends $68 on lunch. Alex spends $10 on coffee. How much money does Alex have left?,55,remaining_after_spending,1767990354
math_0364,math,1,Rachel has 48 pencils and wants to share them equally among 8 friends. How many pencils does each friend get?,6,share_equally,1327139357
math_0365,math,3,Rachel has 67 books. Tom has 2 times as many books as Rachel. Rachel was wearing a red hat that day. How many books do they have together?,201,two_step_ratio,696317885
math_0366,math,4,"Carlos earned money over 3 days. On Monday, Carlos earned $361. On Tuesday, Carlos earned $305. On the way there, Carlos passed 43 houses. On Wednesday, Carlos earned $399. How much did Carlos earn in total?",1065,multi_day_earning,1965206143
math_0367,math,6,Marcus bought 17 pens and paid $1921 in total. Each pen cost the same amount. The cashier mentioned they had sold 2 pens earlier that day to someone else. The shelf had 3 empty spots where pens used to be. How much did each pen cost?,113,reverse_purchase,1175252486
math_0368,math,2,Omar has 15 stickers and wants to share them equally among 3 friends. How many stickers does each friend get?,5,share_equally,1314278591
math_0369,math,2,Tom has 2 peaches. Tom gives 1 to Alex and buys 41 more. How many peaches does Tom have now?,42,give_and_buy,1419238247
math_0370,math,1,Tom has 33 oranges. Tom gives 16 to Aisha and buys 2 more. How many oranges does Tom have now?,19,give_and_buy,500140108
math_0371,math,6,"Aisha and Tom paint fences together. Aisha can finish 88 per hour and Tom can finish 29 per hour. The store's loyalty program showed Aisha had 26 points, which weren't redeemable yet. They work together for 7 hours. The cashier mentioned they had sold 40 items earlier that day to someone else. How many do they complete in total?",819,combined_work,464096519
math_0372,math,1,David has 23 apples. David gives 5 to Kenji and buys 20 more. How many apples does David have now?,38,give_and_buy,869865480
math_0373,math,6,"Priya earned a total of $11008 over three days. On the first day, Priya earned $1795. On the second day, Priya earned $135. The cashier mentioned they had sold 30 items earlier that day to someone else. Priya noticed that 5 other customers were in the store. How much did Priya earn on the third day?",9078,reverse_earning,148278875
math_0374,math,4,"Marcus and Aisha assemble boxes together. Marcus's friend had mentioned wanting 17 items, but Marcus didn't get any for them. Marcus can finish 78 per hour and Aisha can finish 25 per hour. They work together for 4 hours. How many do they complete in total?",412,combined_work,1534262469
math_0375,math,5,"David has $13536. David spends $1915 on lunch. David spends $268 on a bus ticket. David spends $1789 on a shirt. The store's loyalty program showed David had 30 points, which weren't redeemable yet. How much money does David have left?",9564,remaining_after_spending,377385434
math_0376,math,3,"Nadia reads 43 pages per hour. Nadia's favorite color is blue. If Nadia works for 7 hours, how many pages does Nadia read?",301,rate_and_time,537764536
math_0377,math,3,Omar wants to buy a guitar that costs $395. The receipt was printed on recycled paper. The store is offering a 20% discount today. How much does Omar pay after the discount?,316,percentage_discount,403169199
math_0378,math,1,Carlos has 42 apples. Carlos gives 15 to Fatima and buys 29 more. How many apples does Carlos have now?,56,give_and_buy,1589690976
math_0379,math,1,Maria has 7 oranges. Maria gives 1 to Lin and buys 44 more. How many oranges does Maria have now?,50,give_and_buy,1844299882
math_0380,math,5,"Maria wants to buy a camera that costs $1574. On the way there, Maria passed 41 houses. The store is offering a 50% discount today. How much does Maria pay after the discount?",787,percentage_discount,1150664795
math_0381,math,2,Omar has $44. Omar spends $8 on a bus ticket. Omar spends $14 on coffee. How much money does Omar have left?,22,remaining_after_spending,1171696706
math_0382,math,1,Priya has 5 stickers and wants to share them equally among 5 friends. How many stickers does each friend get?,1,share_equally,1712718375
math_0383,math,2,Maria has 44 apples. Maria gives 4 to Marcus and buys 31 more. How many apples does Maria have now?,71,give_and_buy,687716653
math_0384,math,4,"James has 488 books and wants to share them equally among 8 friends. On the way there, James passed 9 houses. How many books does each friend get?",61,share_equally,178621648
math_0385,math,1,Priya has 20 peaches. Priya gives 9 to Fatima and buys 14 more. How many peaches does Priya have now?,25,give_and_buy,1766566614
math_0386,math,5,"James wants to buy a laptop that costs $4432. The store is offering a 25% discount today. 20 of the items were slightly bruised, but James kept them all. How much does James pay after the discount?",3324,percentage_discount,2124653413
math_0387,math,2,James has $45. James spends $8 on lunch. James spends $4 on a shirt. James spends $6 on a gift. How much money does James have left?,27,remaining_after_spending,518913276
math_0388,math,1,James has 7 bananas. James gives 1 to Sarah and buys 42 more. How many bananas does James have now?,48,give_and_buy,554045854
math_0389,math,2,Lin has $31. Lin spends $9 on a book. Lin spends $15 on a bus ticket. How much money does Lin have left?,7,remaining_after_spending,2003957908
math_0390,math,1,Fatima goes to a store to buy erasers. Each eraser costs $28. Fatima buys 4 of them. How much does Fatima spend in total?,112,simple_purchase,786188737
math_0391,math,2,Sarah has 45 mangoes. Sarah gives 12 to Priya and buys 25 more. How many mangoes does Sarah have now?,58,give_and_buy,918992
math_0392,math,2,"Alex earned money over 4 days. On Monday, Alex earned $16. On Tuesday, Alex earned $49. On Wednesday, Alex earned $3. On Thursday, Alex earned $33. How much did Alex earn in total?",101,multi_day_earning,798886345
math_0393,math,3,"Aisha earned money over 3 days. On Monday, Aisha earned $451. It was a sunny Wednesday afternoon. On Tuesday, Aisha earned $387. On Wednesday, Aisha earned $201. How much did Aisha earn in total?",1039,multi_day_earning,1530373785
math_0394,math,4,"Lin has 176 marbles. There were 5 items in the clearance bin, but Lin wasn't interested. Alex has 2 times as many marbles as Lin. How many marbles do they have together?",528,two_step_ratio,1268268811
math_0395,math,3,Carlos has 411 books and wants to share them equally among 3 friends. The store had been open since 1987. How many books does each friend get?,137,share_equally,1249990743
math_0396,math,5,"James wants to buy a guitar that costs $4416. The store is offering a 25% discount today. There were 42 items in the clearance bin, but James wasn't interested. How much does James pay after the discount?",3312,percentage_discount,1963386834
math_0397,math,6,Omar goes shopping with $5349. Omar buys 1 markers at $180 each. Omar buys 8 pens at $22 each. Omar had 34 coupons in a drawer at home but forgot to bring them. Omar buys 8 rulers at $162 each. The shelf had 26 empty spots where items used to be. How much money does Omar have left?,3697,multi_item_purchase,230393993
math_0398,math,1,Rachel goes to a store to buy markers. Each marker costs $8. Rachel buys 3 of them. How much does Rachel spend in total?,24,simple_purchase,2140700838
math_0399,math,1,Maria has 7 toy cars and wants to share them equally among 7 friends. How many toy cars does each friend get?,1,share_equally,1461983573
math_0400,math,4,"Alex types 153 words per minute. Alex's friend had mentioned wanting 25 items, but Alex didn't get any for them. If Alex works for 4 minutes, how many words does Alex type?",612,rate_and_time,1122893737
math_0401,math,6,"Sarah wants to buy a guitar that costs $9320. The shelf had 17 empty spots where items used to be. The store is offering a 10% discount today. On the way there, Sarah passed 11 houses. How much does Sarah pay after the discount?",8388,percentage_discount,1777760914
math_0402,math,6,"Omar goes shopping with $2532. Omar buys 10 pens at $95 each. There were 19 items in the clearance bin, but Omar wasn't interested. Omar buys 4 notebooks at $87 each. On the way there, Omar passed 8 houses. Omar buys 7 erasers at $72 each. How much money does Omar have left?",730,multi_item_purchase,124020712
math_0403,math,2,Omar has $72. Omar spends $7 on a book. Omar spends $4 on coffee. Omar spends $11 on a gift. How much money does Omar have left?,50,remaining_after_spending,993575479
math_0404,math,5,"Tom earned money over 3 days. Tom noticed that 9 other customers were in the store. On Monday, Tom earned $2812. On Tuesday, Tom earned $2573. On Wednesday, Tom earned $8902. How much did Tom earn in total?",14287,multi_day_earning,1731169707
math_0405,math,2,James has 15 mangoes. James gives 1 to Marcus and buys 27 more. How many mangoes does James have now?,41,give_and_buy,1674914576
math_0406,math,6,"Aisha and Marcus paint fences together. Aisha can finish 97 per hour and Marcus can finish 31 per hour. They work together for 4 hours. The cashier mentioned they had sold 3 items earlier that day to someone else. Aisha's friend had mentioned wanting 15 items, but Aisha didn't get any for them. How many do they complete in total?",512,combined_work,1162574072
math_0407,math,5,"Sarah earned money over 3 days. The store also had 39 envelopes on display, but Sarah didn't buy any. On Monday, Sarah earned $4196. On Tuesday, Sarah earned $2275. On Wednesday, Sarah earned $6230. How much did Sarah earn in total?",12701,multi_day_earning,45163380
math_0408,math,4,"Sarah has 706 apples. Sarah gives 328 to Marcus and buys 533 more. On the way there, Sarah passed 21 houses. How many apples does Sarah have now?",911,give_and_buy,250383353
math_0409,math,1,Nadia goes to a store to buy notebooks. Each notebook costs $2. Nadia buys 6 of them. How much does Nadia spend in total?,12,simple_purchase,1110865062
math_0410,math,6,"Tom wants to buy a laptop that costs $214. The store is offering a 50% discount today. Tom's friend had mentioned wanting 13 items, but Tom didn't get any for them. Tom had 18 coupons in a drawer at home but forgot to bring them. How much does Tom pay after the discount?",107,percentage_discount,1034637496
math_0411,math,5,"Tom earned money over 2 days. On Monday, Tom earned $5782. On Tuesday, Tom earned $1063. Tom noticed that 4 other customers were in the store. How much did Tom earn in total?",6845,multi_day_earning,1446704254
math_0412,math,6,"Priya builds 58 widgets per day. The cashier mentioned they had sold 41 items earlier that day to someone else. On the way there, Priya passed 37 houses. If Priya works for 7 days, how many widgets does Priya produce?",406,rate_and_time,811978613
math_0413,math,6,"Alex earned a total of $15800 over three days. The cashier mentioned they had sold 21 items earlier that day to someone else. The store also had 12 stamps on display, but Alex didn't buy any. On the first day, Alex earned $5298. On the second day, Alex earned $837. How much did Alex earn on the third day?",9665,reverse_earning,1964063580
math_0414,math,3,Carlos bought 19 folders and paid $304 in total. Each folder cost the same amount. A song was playing on the radio in the background. How much did each folder cost?,16,reverse_purchase,1808118707
math_0415,math,3,Omar wants to buy a bicycle that costs $250. The store is offering a 10% discount today. Omar was wearing a red hat that day. How much does Omar pay after the discount?,225,percentage_discount,241141589
math_0416,math,2,"Nadia earned money over 3 days. On Monday, Nadia earned $16. On Tuesday, Nadia earned $12. On Wednesday, Nadia earned $14. How much did Nadia earn in total?",42,multi_day_earning,1950403262
